gbifid,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,verbatimscientificname,verbatimscientificnameauthorship,countrycode,locality,stateprovince,occurrencestatus,individualcount,decimallatitude,decimallongitude,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,dateidentified,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,location,address.17
2305614887,MF583244,Animalia,Arthropoda,Insecta,Hymenoptera,Scelionidae,Duta,,,GENUS,"Duta Nixon, 1933",Duta sp. OSUC 266066,,MX,Mexico,,PRESENT,,17.63,-96.37,,,,,,,,,1401761,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"H. Clebsch, G. Ruiz-Martinez",,,44285.26553,"17.63, -96.37",Oaxaca
2305648682,GU660341,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Phoebis,Phoebis sennae,marcellina,SUBSPECIES,"Phoebis sennae marcellina (Cramer, 1777)",Phoebis sennae marcellina,,MX,Mexico,,PRESENT,,18.73,-89.39,,,,,36552,27,1,2000,4300491,1919653,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Aixchel Maya,,,44285.26553,"18.73, -89.39",Campeche
2305653163,KR400202,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium etli,,SPECIES,Rhizobium etli B,Rhizobium etli,,MX,Mexico,,PRESENT,,18.518,-98.95,,,,,40909,1,1,2012,10777348,10777348,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.2659,"18.518, -98.95",Morelos
2305653776,KY965058,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Dosidicus,Dosidicus gigas,,SPECIES,"Dosidicus gigas (D'Orbigny, 1835)",Dosidicus gigas,,MX,Mexico,,PRESENT,,27.45,-110.48,,,,,37622,1,1,2003,9205532,9205532,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.2659,"27.45, -110.48",Sonora
2305668608,MH299321,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,Sarocladium,Sarocladium zeae,,SPECIES,Sarocladium zeae (W.Gams & D.R.Sumner) Summerb.,Sarocladium zeae,,MX,"Mexico:Chiapas, Buenavista",,PRESENT,,25.8,-103.3,1931,,,,42371,2,1,2016,7812384,7812384,PRESERVED_SPECIMEN,,,,,M. Aguirre-Rayo,,CC_BY_4_0,,C. Velazquez,,,44285.26553,"25.8, -103.3",Coahuila
2305673297,MF431536,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,,,GENUS,Alphapapillomavirus,Human papillomavirus type 58,,MX,Mexico,,PRESENT,,20.58,-89.38,,,,,41306,1,2,2013,10380206,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26553,"20.58, -89.38",Yucatán
2305802932,KR400946,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,GENUS,"Rhizobium Frank, 1889",Rhizobium sp. RACOGC_4,,MX,Mexico,,PRESENT,,18.0577,-98.9344,,,,,40909,1,1,2012,3220733,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26553,"18.0577, -98.9344",Guerrero
2305883997,JQ600578,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus gymnotis,,SPECIES,"Peromyscus gymnotis Thomas, 1894",Peromyscus gymnotis,,MX,Mexico:6.5 Km Nw of Escuintla,,PRESENT,,15.35,-92.68,,,,,33032,8,6,1990,2438036,2438036,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Reid, FA",,,44285.26553,"15.35, -92.68",Chiapas
2305937285,MH763609,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus deppeana,,SPECIES,Juniperus deppeana Steud.,Juniperus deppeana,,MX,"Mexico:Mineral del Monte, HGO",,PRESENT,,20.11,-98.63,2738,,,,37791,19,6,2003,2684674,2684674,MATERIAL_SAMPLE,,,,,D.S. Gernandt,,CC_BY_4_0,,"D.S. Gernandt, E. Salgado Hernandez, D. Tellez Mazzocco",,,44285.26592,"20.11, -98.63",Hidalgo
2305990673,KP708565,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Dalechampia,Dalechampia scandens,,SPECIES,Dalechampia scandens L.,Dalechampia scandens,,MX,Mexico,,PRESENT,,19.68,-96.5,133,,,,,,,,3055569,3055569,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26592,"19.68, -96.5",Veracruz
2306166992,KP724184,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita basii,,SPECIES,Amanita basii Guzmán & Ram.-Guill.,Amanita basii,,MX,"Mexico:Michoacan, Morelia",,PRESENT,,19.61,-101.13,,,,,,,,,5451680,5451680,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26593,"19.61, -101.13",Michoacán
2306194568,KR998522,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,,SPECIES,Metarhizium anisopliae (Metschn.) Sorokīn,Metarhizium anisopliae,,MX,Mexico:Sinaloa,,PRESENT,,25.77,-108.26,55,,,,40544,1,1,2011,2562645,2562645,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Arely Archuleta-Torres,,,44285.26554,"25.77, -108.26",Sinaloa
2306260366,JN678268,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Monarda,Monarda oryx,,SPECIES,"Monarda oryx Druce, 1896",Monarda oryx,,MX,"Mexico:Zacatecas, Dirtroad from Momax to San Lorenzo, after San Lorenzo, 'La Manchada' track, km. 2",,PRESENT,,21.96,-103.21,,,,,37830,28,7,2003,5123718,5123718,PRESERVED_SPECIMEN,,,,,Jean J. Haxaire,,CC_BY_4_0,,J. Haxaire & O. Paquit,,,44285.26593,"21.96, -103.21",Zacatecas
2306323014,KR400702,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium phaseoli,,SPECIES,"Rhizobium phaseoli Dangeard, 1926",Rhizobium phaseoli,,MX,Mexico,,PRESENT,,18.0577,-98.9344,,,,,40909,1,1,2012,9164470,9164470,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26593,"18.0577, -98.9344",Guerrero
2306324851,JX668781,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Dalechampia,Dalechampia scandens,,SPECIES,Dalechampia scandens L.,Dalechampia scandens,,MX,Mexico,,PRESENT,,18.94,-91.3,,,,,,,,,3055569,3055569,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26593,"18.94, -91.3",Campeche
2306527603,KR030567,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Murgantia,Murgantia histrionica,,SPECIES,"Murgantia histrionica (Hahn, 1834)",Murgantia histrionica,,MX,"Mexico:Oaxaca, Juquila, Mixes Dist. de Yautepec",,PRESENT,,17.05,-96.72,,,,,26512,1,8,1972,2078935,2078935,PRESERVED_SPECIMEN,,,,,C. N. C. Curators,,CC_BY_4_0,,W. S. Miller,,,44285.26595,"17.05, -96.72",OaxacaOaxaca
2306586013,KC156722,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus tecunumanii,,SPECIES,Pinus tecunumanii Eguiluz & J.P.Perry,Pinus tecunumanii,,MX,"Mexico:Chiapas, San Cristobal de las Casas, Highway 190",,PRESENT,,16.59,-92.52,,,,,39486,8,2,2008,5285629,5285629,PRESERVED_SPECIMEN,,,,,David S. Gernandt,,CC_BY_4_0,,David Sebastian Gernandt & Sergio Hernandez-Leon,,,44285.26595,"16.59, -92.52",Chiapas
2306588408,JQ600406,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ototylomys,Ototylomys phyllotis,,SPECIES,"Ototylomys phyllotis Merriam, 1901",Ototylomys phyllotis,,MX,"Mexico:44 Km S of Constitucion, 44 Km S, 70 Km E of Escarcega",,PRESENT,,18.25,-90.07,,,,,32520,12,1,1989,2439155,2439155,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Et Al",,,44285.26595,"18.25, -90.07",Campeche
2306600403,MG448697,Animalia,Arthropoda,,Trombidiformes,Unionicolidae,Unionicola,,,GENUS,"Unionicola Haldeman, 1842",Unionicola sp. BIOUG25722-B02,,MX,"Mexico:Quintana Roo, Bacalar Lake, Cenote Cocalitos, light trap 1, Bacalar Lake, Cocalitos sinkhole, light trap 1",,PRESENT,,18.65,-88.41,,,,,42096,2,4,2015,2180362,,PRESERVED_SPECIMEN,,,,,Monica R. Young,,CC_BY_4_0,,"Martha Valdez-Moreno, Manuel Elias-Gutierrez",,,44285.26595,"18.65, -88.41",Quintana Roo
2306672152,JN024947,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Catostomus,Catostomus plebeius,,SPECIES,"Catostomus plebeius Baird & Girard, 1854",Catostomus plebeius,,MX,"Mexico:Durango, Arroyo de San Ignacio- Tributary at base camp outside of San Miguel",,PRESENT,,24.39,-105.87,,,,,38063,17,3,2004,2359044,2359044,PRESERVED_SPECIMEN,,,,,D. A. Neely,,CC_BY_4_0,,DA Neely,,,44285.26557,"24.39, -105.87",Durango
2306877344,MG450065,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Ergasilidae,,,,FAMILY,Ergasilidae,Ergasilidae sp. BACAZ-101,,MX,"Mexico:Quintana Roo, Bacalar Lake, Cocalitos Sinkhole",,PRESENT,,18.65,-88.41,,,,,42204,19,7,2015,5041,,PRESERVED_SPECIMEN,,,,,Manuel Elias-Gutierrez,,CC_BY_4_0,,"Martha Valdez-Moreno, Jose Angel Cohuo Colli, Manuel Elias-Gutierrez",,,44285.26556,"18.65, -88.41",Quintana Roo
2306915927,KP259616,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Eoreuma,Eoreuma loftini,,SPECIES,"Eoreuma loftini Dyar, 1917",Eoreuma loftini,,MX,"Mexico:Los Mochis, Sin.",,PRESENT,,25.82,-109.21,,,,,41566,19,10,2013,1888437,1888437,PRESERVED_SPECIMEN,,,,,G. Vejar-Cota,,CC_BY_4_0,,G. Vejar-Cota,,,44285.26597,"25.82, -109.21",Sinaloa
2307051655,MF124400,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Neobisiidae,Microbisium,Microbisium parvulum,,SPECIES,"Microbisium parvulum (Banks, 1895)",Microbisium parvulum,,MX,"Mexico:Tamaulipas, El Cielo, 2.5 km south-southesat Alta Cima",,PRESENT,,23,-99,,,,,,,,,2125550,2125550,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26557,"23.0, -99.0",Tamaulipas
2307059404,MG870242,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Ectatomma,Ectatomma ruidum,,SPECIES,"Ectatomma ruidum (Roger, 1860)",Ectatomma ruidum,,MX,Mexico,,PRESENT,,15.69,-96.57,,,,,,,,,1314139,1314139,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26558,"15.69, -96.57",Oaxaca
2307082688,KF914281,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,SPECIES,Escherichia coli D,Escherichia coli,,MX,Mexico,,PRESENT,,18.92,-99.34,1678,,,,40269,1,4,2010,10687524,10687524,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26558,"18.92, -99.34",Morelos
2307112071,KY650789,Chromista,Ochrophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,Planothidium cryptolanceolatum,,SPECIES,"Planothidium cryptolanceolatum R.Jahn & N.Abarca, 2017",Planothidium cryptolanceolatum,,MX,Mexico:Stream El Membrillo,,PRESENT,,20.84,-100.65,,,,,41889,7,9,2014,10712495,10712495,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,D. Mora,,,44285.26598,"20.84, -100.65",Guanajuato
2307230953,KF753075,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes chrysogenys,,SPECIES,"Melanerpes chrysogenys (Vigors, 1839)",Melanerpes chrysogenys,,MX,"Mexico:Laguna Coyuca, Vicente Guerrero, Cerca A Coyuca, Guerrero",,PRESENT,,17.05,-100.32,,,,,,,,,2478102,2478102,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26599,"17.05, -100.32",Guerrero
2307373324,KP779469,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys rostratus,,SPECIES,"Handleyomys rostratus (Merriam, 1901)",Handleyomys rostratus,,MX,"Mexico:Campeche, 9.5 Km S of Constitucion, 9.5 Km S of Escarcega, 70 Km E of Escarcega",,PRESENT,,18.57,-90.12,,,,,,,,,5786940,2438109,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26599,"18.57, -90.12",Campeche
2307422518,JN312095,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus gymnotis,,SPECIES,"Peromyscus gymnotis Thomas, 1894",Peromyscus gymnotis,,MX,Mexico:Chiapas,,PRESENT,,15.35,-92.68,,,,,33032,8,6,1990,2438036,2438036,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Reid, FA",,,44285.266,"15.35, -92.68",Chiapas
2307448501,MK749604,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Haploporidae,Saccocoelioides,Saccocoelioides orosiensis,,SPECIES,"Saccocoelioides orosiensis Curran, Pulis, Andres & Overstreet, 2018",Saccocoelioides orosiensis,,MX,"Mexico: Sontecomapan, Veracruz",,PRESENT,,18.51,-95.01,,,,,,,,,9721498,9721498,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.266,"18.51, -95.01",Veracruz
2307481135,JX216567,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,Brachionus quadridentatus,brevispinus,SUBSPECIES,"Brachionus quadridentatus brevispinus Ehrenberg, 1832",Brachionus quadridentatus brevispinus AEG1,,MX,"Mexico:Tabasco, Laguna Vernet 2a seccion, litoral",,PRESENT,,17.88,-92.55,,,,,40719,25,6,2011,5712911,4984191,PRESERVED_SPECIMEN,,,,,Alma E. Garcia,,CC_BY_4_0,,"Manuel Elias-Gutierrez, Alma E. Garcia & Sergio Cohuo-Duran",,,44285.266,"17.88, -92.55",Tabasco
2307672223,KX873289,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Calamagrostis,Calamagrostis erectifolia,,SPECIES,Calamagrostis erectifolia Hitchc.,Calamagrostis erectifolia,,MX,"Mexico:Jalisco, Parque Nacional Volcan Nevado de Colima along ridge SW of the Observatorio Volcanologico. Talus slopes and rock outcrops with Festuca, Calamagrostis and Vaccinium",,PRESENT,,19.57,-103.62,,,,,38618,23,9,2005,4120686,4120686,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26558,"19.57, -103.62",Jalisco
2307729211,KP178251,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis immaculogularis,,SPECIES,"Anolis immaculogularis Köhler, Trejo Pérez, Petersen & Méndez De La Cruz, 2014",Anolis immaculogularis,,MX,Mexico,,PRESENT,,15.78,-96.16,,,,,41225,12,11,2012,9291336,9291336,PRESERVED_SPECIMEN,,,,,Gunther Koehler,,CC_BY_4_0,,Gunther Koehler,,,44285.2656,"15.78, -96.16",Oaxaca
2307782267,KP972393,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Florestina,Florestina pedata,,SPECIES,Florestina pedata (Cav.) Cass.,Florestina pedata,,MX,Mexico,,PRESENT,,18.66,-99.51,,,,,,,,,3139614,3139614,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26559,"18.66, -99.51",Guerrero
2307886488,KX390618,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,,SPECIES,Ralstonia solanacearum A,Ralstonia solanacearum,,MX,Mexico,,PRESENT,,17.97,-92.59,,,,,41932,20,10,2014,3219898,3219898,MATERIAL_SAMPLE,,,,,A. Obrador,,CC_BY_4_0,,A. Obrador,,,44285.26602,"17.97, -92.59",Tabasco
2307942115,HQ980755,Animalia,Arthropoda,Insecta,Trichoptera,Hydrobiosidae,Atopsyche,,,GENUS,"Atopsyche Banks, 1905",Atopsyche sp. BOLD:AAL8918,,MX,Mexico:Hidalgo,,PRESENT,,20.12,-98.52,,,,,40372,13,7,2010,1434606,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"A. Contreras, M. Sarmiento, G. Garcia, M. Zurita, M.Razo",,,44285.26602,"20.12, -98.52",Hidalgo
2308039054,KU146705,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Enantia,Enantia albania,,SPECIES,"Enantia albania (Bates, 1864)",Enantia albania,,MX,"Mexico:Veracruz, San Marcos, Xico",,PRESENT,,19.42,-96.97,,,,,41599,21,11,2013,5137558,5137558,PRESERVED_SPECIMEN,,,,,Jorge Enrique Llorente Bousquets,,CC_BY_4_0,,Moises Armando Luis Martinez,,,44285.26559,"19.42, -96.97",Veracruz
2308093090,KT345875,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Pteridium,Pteridium aquilinum,feei,SUBSPECIES,"Pteridium aquilinum subsp. feei (W.Schaffn. ex Fée) J.A.Thomson, Mickel & Mehltr.",Pteridium aquilinum subsp. feei,,MX,Mexico,,PRESENT,,17.1664,-96.6035,,,,,,,,,5532569,5275012,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26602,"17.1664, -96.6035",Oaxaca
2308104943,JX216641,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Keratella tropica,,SPECIES,"Keratella tropica (Apstein, 1907)",Keratella tropica,,MX,"Mexico:Quintana Roo, Aguada cerca de la entrada del aeropuerto, Kohunlich",,PRESENT,,18.45,-88.83,,,,,40577,3,2,2011,1002621,1002621,PRESERVED_SPECIMEN,,,,,Alma E. Garcia,,CC_BY_4_0,,Manuel Elias-Gutierrez & Alma E.Garcia,,,44285.26561,"18.45, -88.83",Quintana Roo
2308106770,JF447203,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia,Carollia sowelli,,SPECIES,"Carollia sowelli Baker, Solari & Hoffmann, 2002",Carollia sowelli,,MX,"Mexico:Tabasco, 5 Km N Of Jonuta",,PRESENT,,18.13,-92.12,,,,,32663,4,6,1989,4265408,4265408,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Dowler, RC",,,44285.2656,"18.13, -92.12",Campeche
2308113808,EU406995,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,Mopalia porifera,,SPECIES,"Mopalia porifera Pilsbry, 1893",Mopalia porifera,,MX,"Mexico:Baja Calif., near Cabo San Quintin",,PRESENT,,30.36,-115.99,,,,,38316,25,11,2004,2306064,2306064,PRESERVED_SPECIMEN,,,,,D.J. Eernisse,,CC_BY_4_0,,D.J. Eernisse,,,44285.26602,"30.36, -115.99",Baja California
2308228234,KY094744,Chromista,Myzozoa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,,,GENUS,"Plasmodium Marchiafava & Celli, 1885",Plasmodium vivax,,MX,Mexico:Chiapas,,PRESENT,,14.91,-92.26,,,,,34963,21,9,1995,8364053,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26562,"14.91, -92.26",Chiapas
2308241879,MH734093,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus angosturana,,SPECIES,Juniperus angosturana R.P.Adams,Juniperus angosturana,,MX,"Mexico:Zimapan, HGO",,PRESENT,,20.81,-99.31,2110,,,,42603,21,8,2016,2684449,2684449,MATERIAL_SAMPLE,,,,,S. Hernandez-Leon,,CC_BY_4_0,,"S. Hernandez-Leon, S. Popoca Paredes, C. Espinoza Pelcastre & P. Barron Hernandez",,,44285.26562,"20.81, -99.31",Hidalgo
2308244722,KM091692,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens,,SPECIES,Bacillus amyloliquefaciens,Bacillus amyloliquefaciens,,MX,Mexico,,PRESENT,,28.12,-105.54,,,,,41099,9,7,2012,5428084,5428084,MATERIAL_SAMPLE,,,,,Sandra I. Concha-Guerrero,,CC_BY_4_0,,Sandra I. Concha-Guerrero,,,44285.26603,"28.12, -105.54",Chihuahua
2308245406,MG944634,Animalia,Chordata,Amphibia,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium fleischmanni,,SPECIES,"Hyalinobatrachium fleischmanni (Boettger, 1893)",Hyalinobatrachium fleischmanni,,MX,"Mexico:Chiapas, Osumacinta",,PRESENT,,16.51,-93.01,,,,,,,,,2429316,2429316,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26603,"16.51, -93.01",Chiapas
2308272136,MG450020,Animalia,Arthropoda,,Trombidiformes,Unionicolidae,Unionicola,,,GENUS,"Unionicola Haldeman, 1842",Unionicola sp. BIOUG25721-F04,,MX,"Mexico:Quintana Roo, Bacalar Lake, Cenote Cocalitos, light trap 1, Bacalar Lake, Cocalitos sinkhole, light trap 1",,PRESENT,,18.65,-88.41,,,,,42204,19,7,2015,2180362,,PRESERVED_SPECIMEN,,,,,Monica R. Young,,CC_BY_4_0,,"Martha Valdez-Moreno, Manuel Elias-Gutierrez",,,44285.26604,"18.65, -88.41",Quintana Roo
2308317910,HQ200891,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Rhaconotus,,,GENUS,"Rhaconotus Ruthe, 1854",Rhaconotus sp. MAS-2010,,MX,"Mexico:Jalisco, La Huerta, Costa Sur, Chamela, Fundacion Cuixmala, Poza del Jaguar",,PRESENT,,19.43,-104.98,,,,,40061,5,9,2009,1260601,,PRESERVED_SPECIMEN,,,,,Alejandro Zaldivar-Riveron,,CC_BY_4_0,,"Hans Clebsch, Alejandro Zaldivar-Riveron",,,44285.26604,"19.43, -104.98",Jalisco
2308349096,KR607462,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma atroviride,,SPECIES,Trichoderma atroviride P.Karst.,Trichoderma atroviride,,MX,Mexico,,PRESENT,,19.39,-101,,,,,38598,3,9,2005,5251334,5251334,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26604,"19.39, -101.0",Michoacán
2308371244,MF132233,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Coenipeta,Coenipeta medina,,SPECIES,"Coenipeta medina Guenée, 1852",Coenipeta medina,,MX,"Mexico:Campeche, Calakmul, Camino a Papagayo",,PRESENT,,18.73,-89.39,,,,,35538,18,4,1997,9529154,9529154,PRESERVED_SPECIMEN,,,,,Blanca Prado,,CC_BY_4_0,,Pablo Beutelspacher,,,44285.26604,"18.73, -89.39",Campeche
2308393448,HQ200607,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Allorhogas,,,GENUS,"Allorhogas Gahan, 1912",Allorhogas sp. MAS-2010,,MX,"Mexico:Jalisco, La Huerta, Costa Sur, Estacion de Biologia Chamela, a Lado del Laboratorio",,PRESENT,,19.5,-105.04,,,,,39988,24,6,2009,1265864,,PRESERVED_SPECIMEN,,,,,Alejandro Zaldivar-Riveron,,CC_BY_4_0,,"Hans Clebsch, Alejandro Zaldivar-Riveron, Andrew Polaszek",,,44285.26562,"19.5, -105.04",Jalisco
2308600579,KR400842,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,GENUS,"Rhizobium Frank, 1889",Rhizobium sp. NX2C3_10,,MX,Mexico,,PRESENT,,18.0577,-98.9344,,,,,40909,1,1,2012,3220733,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26561,"18.0577, -98.9344",Guerrero
2308615825,JN027280,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,Moxostoma congestum,,SPECIES,"Moxostoma congestum (Baird & Girard, 1854)",Moxostoma congestum,,MX,"USA:Mexico, Tamaulipas, Rio San Felipe",,PRESENT,,23.77,-99.24,,,,,,,,,2358988,2358988,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26561,"23.77, -99.24",Tamaulipas
2308682579,MG449303,Animalia,Arthropoda,Hexanauplia,Calanoida,Diaptomidae,Arctodiaptomus,Arctodiaptomus dorsalis,,SPECIES,"Arctodiaptomus dorsalis (Marsh, 1907)",Arctodiaptomus cf. dorsalis CCDB29626-A04,,MX,"Mexico:Quintana Roo, Bacalar Lake, Cocalitos Sinkhole",,PRESENT,,18.65,-88.41,,,,,42599,17,8,2016,2114510,2114510,PRESERVED_SPECIMEN,,,,,Manuel Elias-Gutierrez,,CC_BY_4_0,,Manuel Elias-Gutierrez & Jose Angel Cohuo Colli,,,44285.26605,"18.65, -88.41",Quintana Roo
2308722295,KF525936,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,,GENUS,"Phaethornis Swainson, 1827",Phaethornis griseoventer,,MX,"Mexico:Palapita, 18.5km S Jalcocotan, Nayarit",,PRESENT,,21.3,-105.09,,,,,,,,,2476571,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26605,"21.3, -105.09",Nayarit
2308747054,KY131489,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia polycarpa,intermixta,VARIETY,Euphorbia polycarpa var. intermixta (S.Watson) L.C.Wheeler,Euphorbia polycarpa var. intermixta,,MX,"Mexico:La Paz, BCS",,PRESENT,,23.76,-110,,,,,41275,1,1,2013,3066825,3066816,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,C.A. Maya-L.,,,44285.26605,"23.76, -110.0",Baja California Sur
2308885826,MG448929,Animalia,Arthropoda,,Trombidiformes,Unionicolidae,Unionicola,,,GENUS,"Unionicola Haldeman, 1842",Unionicola sp. CH-659-B01,,MX,"Mexico:Quintana Roo, Bacalar Lake, Cocalitos Sinkhole",,PRESENT,,18.65,-88.41,,,,,42599,17,8,2016,2180362,,PRESERVED_SPECIMEN,,,,,Kate Perez,,CC_BY_4_0,,"Manuel Elias-Gutierrez, Alexei Elias-Valdez & Jose Angel Cohuo Colli",,,44285.26606,"18.65, -88.41",Quintana Roo
2308960903,MH495859,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Osgoodomys,Osgoodomys banderanus,,SPECIES,"Osgoodomys banderanus (J.A.Allen, 1897)",Osgoodomys banderanus,,MX,Mexico,,PRESENT,,19.54,-105.07,,,,,,,,,2439323,2439323,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26562,"19.54, -105.07",Jalisco
