gbifid,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,verbatimscientificname,verbatimscientificnameauthorship,countrycode,locality,stateprovince,occurrencestatus,individualcount,decimallatitude,decimallongitude,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,dateidentified,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,location,address.17
2310360146,KP175710,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula japanica,,SPECIES,"Mobula japanica (Müller & Henle, 1841)",Mobula japanica,,MX,Mexico,,PRESENT,,24.51,-110.34,,,,,,,,,2419184,2419184,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,D. A. Croll,,,44285.26565,"24.51, -110.34",Baja California Sur
2310375393,KX953657,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,,,GENUS,"Fusarium Link, 1809",Fusarium sp.,,MX,"Mexico:Predio 20 Soles, Papantla de Olarte, Veracruz",,PRESENT,,20.43,-97.31,193,,,,41760,1,5,2014,2554026,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Ma. del Carmen A. Gonzalez Chavez and Rogelio Carrillo,,,44285.26568,"20.43, -97.31",Veracruz
2310565338,JF445428,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Heteromys,Heteromys gaumeri,,SPECIES,"Heteromys gaumeri J.A.Allen & Chapman, 1897",Heteromys gaumeri,,MX,"Mexico:Campeche, 25 Km N Of Xpujil",,PRESENT,,18.72,-89.23,,,,,32544,5,2,1989,2439572,2439572,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, et al",,,44285.26571,"18.72, -89.23",Campeche
2310683896,KC617355,Animalia,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Ephemeroporus,Ephemeroporus hybridus,,SPECIES,"Ephemeroporus hybridus (Daday, 1905)",Ephemeroporus hybridus,,MX,"Mexico:Quintana Roo, Othon P. Blanco, Laguna Negra, littoral 2",,PRESENT,,18.5,-88.39,,,,,40793,7,9,2011,2234943,2234943,PRESERVED_SPECIMEN,,,,,Manuel Elias-Gutierrez,,CC_BY_4_0,,"Manuel Elias-Gutierrez, Alma E. Garcia-Morales & Sergio Cohuo-Duran",,,44285.26571,"18.5, -88.39",Quintana Roo
2310718103,KJ492397,Animalia,Chordata,Reptilia,Squamata,Scincidae,Marisora,Marisora unimarginata,,SPECIES,"Marisora unimarginata (Cope, 1862)",Marisora unimarginata,,MX,Mexico:Chiapas,,PRESENT,,16.14,-92.78,,,,,,,,,8123312,8123312,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Roberto Luna Reyes,,,44285.26566,"16.14, -92.78",Chiapas
2310796369,MF441805,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira parvidens,,SPECIES,"Sturnira parvidens Goldman, 1917",Sturnira parvidens,,MX,Mexico,,PRESENT,,26.66,-107.68,,,,,,,,,7769716,7769716,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26613,"26.66, -107.68",MorelosChihuahua
2310829290,JX067202,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila pachea,,SPECIES,"Drosophila pachea Patterson & Wheeler, 1942",Drosophila pachea,,MX,,,PRESENT,,31.11,-114.89,,,,,40677,14,5,2011,5073579,5073579,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26613,"31.11, -114.89",Baja California
2310838687,JN277511,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pyrausta,Pyrausta volupialis,,SPECIES,"Pyrausta volupialis Grote, 1877",Pyrausta volupialis,,MX,Mexico,,PRESENT,,23.76,-105.43,,,,,23565,7,7,1964,1890417,1890417,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,W. C. McGuffin,,,44285.26613,"23.76, -105.43",Durango
2310841179,JQ935931,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poeciliopsis,Poeciliopsis gracilis,,SPECIES,"Poeciliopsis gracilis (Heckel, 1848)",Poeciliopsis gracilis,,MX,"Mexico:San Luis Potosi, Xilitla, Rio Huichihuayan a 10 km al NE de Xilitla",,PRESENT,,21.44,-98.93,,,,,40274,6,4,2010,2350503,2350503,PRESERVED_SPECIMEN,,,,,Eduardo Soto Galera,,CC_BY_4_0,,"Soto-Galera, E., Paulo-Maya, J., Romero-Castillo, J.",,,44285.26567,"21.44, -98.93",San Luis Potosí
2310850296,GU246124,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thysanocarpus,Thysanocarpus curvipes,,SPECIES,Thysanocarpus curvipes Hook.,Thysanocarpus curvipes,,MX,"Mexico:Sonora, Municipio Tubutama, 4.5 km SE of Tubutama on road to Magdalena",,PRESENT,,30.86,-111.42,,,,,,,,,3051417,3051417,PRESERVED_SPECIMEN,,,,,Patrick J. Alexander & Michael D. Windham,,CC_BY_4_0,,,,,44285.26572,"30.86, -111.42",Sonora
2311054974,JF447095,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,,SPECIES,"Artibeus lituratus (Olfers, 1818)",Artibeus lituratus,,MX,"Mexico:Campeche, 18 Km S Of X-Kanha",,PRESENT,,18.92,-89.33,,,,,32685,26,6,1989,2433270,2433270,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Dowler, RC",,,44285.26614,"18.92, -89.33",Campeche
2311213599,HQ201216,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Heterospilus,,,GENUS,"Heterospilus Haliday, 1836",Heterospilus sp. BOLD:AAA4575,,MX,"Mexico:Jalisco, La Huerta, Costa Sur, Estacion de Biologia Chamela, Camino Calandria",,PRESENT,,19.51,-105.04,,,,,40265,28,3,2010,1272344,,PRESERVED_SPECIMEN,,,,,Alejandro Zaldivar-Riveron,,CC_BY_4_0,,"Alejandro Zaldivar-Riveron, Valeria Berenice Salinas Ramos",,,44285.26615,"19.51, -105.04",Jalisco
2311232309,KF884010,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii,,SPECIES,"Tamiasciurus douglasii (Bachman, 1839)",Tamiasciurus douglasii,,MX,Mexico:Baja California,,PRESENT,,31.02,-115.54,,,,,30094,23,5,1982,2437281,2437281,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26573,"31.02, -115.54",Baja California
2311233001,KC617643,Animalia,Arthropoda,Branchiopoda,Diplostraca,Sididae,Latonopsis,Latonopsis australis,,SPECIES,"Latonopsis australis Sars, 1888",Latonopsis australis,,MX,"Mexico:Quintana Roo, Othon P. Blanco, Wetland in Puente Milagros",,PRESENT,,18.5,-88.44,,,,,40800,14,9,2011,4418506,4418506,PRESERVED_SPECIMEN,,,,,Manuel Elias-Gutierrez,,CC_BY_4_0,,"Manuel Elias-Gutierrez, Alma E. Garcia-Morales & Sergio Cohuo-Duran",,,44285.26615,"18.5, -88.44",Quintana Roo
2286496929,MK410446,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Ceraeochrysa,Ceraeochrysa cubana,,SPECIES,"Ceraeochrysa cubana (Hagen, 1861)",Ceraeochrysa cubana,,MX,"Mexico:CNRCB, Tecoman",,PRESENT,,18.93,-103.88,,,,,43237,17,5,2018,2104347,2104347,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26569,"18.93, -103.88",Colima
2286510175,MH285756,Animalia,Arthropoda,,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,,SPECIES,"Tetranychus urticae Koch, 1836",Tetranychus urticae,,MX,"Mexico:Montitlan, CM",,PRESENT,,19.4,-103.6,,,,,,,,,2130185,2130185,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26543,"19.4, -103.6",Colima
2304133850,KX872007,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Calamagrostis,Calamagrostis erectifolia,,SPECIES,Calamagrostis erectifolia Hitchc.,Calamagrostis erectifolia,,MX,"Mexico:Jalisco, Parque Nacional Volcan Nevado de Colima along ridge SW of the Observatorio Volcanologico. Talus slopes and rock outcrops with Festuca, Calamagrostis and Vaccinium",,PRESENT,,19.57,-103.62,,,,,38618,23,9,2005,4120686,4120686,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26544,"19.57, -103.62",Jalisco
2304176547,JF491965,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys couesi,,SPECIES,"Oryzomys couesi (Alston, 1877)",Oryzomys couesi,,MX,"Mexico:Chiapas, 6 Km E Of Rayon",,PRESENT,,17.23,-93.02,,,,,33025,1,6,1990,2438070,2438070,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Reid, FA",,,44285.26571,"17.23, -93.02",Chiapas
2304234326,MH143471,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Enantia,Enantia mazai,,SPECIES,"Enantia mazai Llorente-Bousquets, 1984",Enantia mazai,,MX,"Mexico:Veracruz, Finca Mariposa",,PRESENT,,19.39,-96.99,,,,,41890,8,9,2014,5137564,5137564,PRESERVED_SPECIMEN,,,,,Jovana Jasso-Martinez,,CC_BY_4_0,,"Jovana Magdalena Jasso Martinez, Arturo Arellano Covarrubias and Moises Armando Luis Martinez",,,44285.26545,"19.39, -96.99",Veracruz
2304242057,KU203070,Animalia,Arthropoda,,Sarcoptiformes,Proctophyllodidae,Rhamphocaulus,Rhamphocaulus sinuatus,,SPECIES,Rhamphocaulus sinuatus,Rhamphocaulus aff. sinuatus UMMZ BMOC 08-0515-090 AD1158,,MX,Mexico,,PRESENT,,18.58,-95.07,,,,,39577,9,5,2008,10644817,10644817,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,P. Klimov,,,44285.26545,"18.58, -95.07",Veracruz
2304284114,KR400619,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,GENUS,"Rhizobium Frank, 1889",uncultured Rhizobium sp.,,MX,Mexico,,PRESENT,,18.518,-98.95,,,,,40909,1,1,2012,3220733,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26582,"18.518, -98.95",Morelos
2304335874,GU202833,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba,Draba jorullensis,,SPECIES,Draba jorullensis Kunth,Draba jorullensis,,MX,"Mexico:State of Jalisco. Nevado de Colima (Nevado de Zapotlan), a few miles south of Ciudad Guzman (Zapotlan). Near summit. Alt. approx 3800 m. Fls. yellow",,PRESENT,,19.55,-103.63,,,,,,,,,3050279,3050279,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26572,"19.55, -103.63",Jalisco
2304455105,JX239904,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus cembroides,,SPECIES,Pinus discolor D.K.Bailey & Hawksw.,Pinus discolor,,MX,Mexico,,PRESENT,,31.25,-109.97,,,,,,,,,5686897,5285172,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,L. Flores-Renteria,,,44285.26547,"31.25, -109.97",Sonora
2304460118,GU658923,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Prepona,,,GENUS,"Prepona Boisduval, 1836",Prepona sp. laertesECO01,,MX,"Mexico:Campeche, Dzibalchen, 4 Km al sur de Cacatuche, Champoton",,PRESENT,,19.03,-90.01,,,,,36207,16,2,1999,1911943,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Santiago Uc,,,44285.26547,"19.03, -90.01",Campeche
2304505929,FJ395919,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus arizonica,cooperi,VARIETY,Pinus arizonica var. cooperi (C.E.Blanco) Farjon,Pinus arizonica var. cooperi,,MX,Mexico:Durango: El Salto,,PRESENT,,23.8,-105.4,,,,,,,,,5285099,5285094,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Institute of Forest Genetics,,,44285.26582,"23.8, -105.4",Durango
2304574635,KX611579,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Profundulidae,Profundulus,Profundulus punctatus,,SPECIES,"Profundulus balsanus Ahl, 1935",Profundulus balsanus,,MX,"Mexico:Guerrero, Debajo del puente a 1km de Malinaltepec, Rio Malinaltepec, Chilpancingo",,PRESENT,,17.24,-98.67,,,,,,,,,2347755,2347750,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26583,"17.24, -98.67",Guerrero
2304609663,KR400907,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium tropici,,SPECIES,Rhizobium tropici A,Rhizobium tropici,,MX,Mexico,,PRESENT,,18.0577,-98.9344,,,,,40909,1,1,2012,5427503,5427503,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26548,"18.0577, -98.9344",Guerrero
2304681023,KP177005,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Phoradendron,Phoradendron californicum,,SPECIES,Phoradendron californicum Nutt.,Phoradendron californicum,,MX,Mexico,,PRESENT,,24.86,-111.59,,,,,,,,,2889868,2889868,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26548,"24.86, -111.59",Baja California Sur
2304849847,KY985105,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus bimaculoides,,SPECIES,"Octopus bimaculoides Pickford & McConnaughey, 1949",Octopus bimaculoides,,MX,Mexico:San Quintin,,PRESENT,,30.45,-116,,,,,,,,,2289644,2289644,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Jose F Dominguez-Contreras,,,44285.26584,"30.45, -116.0",Baja California
2304874588,KC156983,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus herrerae,,SPECIES,Pinus herrerae Martínez,Pinus herrerae,,MX,"Mexico:Michoacan, Coalcoman de Matamoros, Dos Aguas",,PRESENT,,18.82,-102.93,,,,,38816,9,4,2006,5285627,5285627,PRESERVED_SPECIMEN,,,,,David S. Gernandt,,CC_BY_4_0,,"David Sebastian Gernandt, Jorge Alberto Perez de la Rosa & Georgina Vargas Amado",,,44285.26573,"18.82, -102.93",Michoacán
2305055306,MH495911,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Osgoodomys,Osgoodomys banderanus,,SPECIES,"Osgoodomys banderanus (J.A.Allen, 1897)",Osgoodomys banderanus,,MX,Mexico,,PRESENT,,19.31,-103.64,,,,,,,,,2439323,2439323,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.2655,"19.31, -103.64",Colima
2305056981,KF728750,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria alternata,,SPECIES,Alternaria alternata (Fr.) Keissl.,Alternaria alternata,,MX,Mexico,,PRESENT,,18.95,-98.6,,,,,,,,,2616163,2616163,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.2655,"18.95, -98.6",Puebla
2305114427,JN025273,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinella,Cyprinella xanthicara,,SPECIES,"Cyprinella xanthicara (Minckley & Lytle, 1969)",Cyprinella xanthicara,,MX,"Mexico:Coahuila, Cuatro Cienegas, Laguna Santa Tecla",,PRESENT,,26.75,-102.02,,,,,,,,,5207659,5207659,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26585,"26.75, -102.02",Coahuila
2305146558,JX216679,Animalia,Rotifera,Eurotatoria,Ploima,Lecanidae,Lecane,,,GENUS,"Lecane Nitzsch, 1827",Lecane sp. cornuta1,,MX,"Mexico:Campeche, Laguna Silvituc",,PRESENT,,18.64,-90.3,,,,,40581,7,2,2011,1002167,,PRESERVED_SPECIMEN,,,,,Alma E. Garcia,,CC_BY_4_0,,Manuel Elias-Gutierrez & Martha Valdez-Moreno,,,44285.26585,"18.64, -90.3",Campeche
2305441523,MF442186,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira parvidens,,SPECIES,"Sturnira parvidens Goldman, 1917",Sturnira parvidens,,MX,Mexico,,PRESENT,,20.95,-98.52,,,,,,,,,7769716,7769716,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26587,"20.95, -98.52",Hidalgo
2305442784,JN281838,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Apanteles,,,GENUS,"Apanteles Förster, 1863",Apanteles sp. Micro0324,,MX,"Mexico:Jalisco, La Huerta, Costa Sur, Bioestacion Chamela, Calandria (Arroyo)",,PRESENT,,19.5,-105.04,,,,,40232,23,2,2010,8411933,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Alejandro Zaldivar,,,44285.26552,"19.5, -105.04",Jalisco
2305530461,KF752762,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,Passerina leclancherii,,SPECIES,"Passerina leclancherii Lafresnaye, 1840",Passerina leclancherii,,MX,"Mexico:Jojutla, Huautla, 25.75km SE, Morelos",,PRESENT,,18.44,-99,,,,,,,,,5230870,5230870,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26588,"18.44, -99.0",Morelos
2305553231,KP778282,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys rostratus,,SPECIES,"Handleyomys rostratus (Merriam, 1901)",Handleyomys rostratus,,MX,"Mexico:Tabasco, 3.8 Km SW of Ruinas Acalan",,PRESENT,,17.82,-91.49,,,,,,,,,5786940,2438109,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26588,"17.82, -91.49",Tabasco
2305620489,HQ980797,Animalia,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma aztecum,,SPECIES,"Lepidostoma aztecum Flint & Bueno-Soria, 1977",Lepidostoma aztecum,,MX,Mexico:Hidalgo,,PRESENT,,20.13,-98.53,,,,,40250,13,3,2010,5054566,5054566,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"A. Contreras, H. A. Alvarez, M. Razo",,,44285.26552,"20.13, -98.53",Hidalgo
2305646841,JX668790,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Dalechampia,Dalechampia scandens,,SPECIES,Dalechampia scandens L.,Dalechampia scandens,,MX,Mexico,,PRESENT,,18.94,-91.3,,,,,,,,,3055569,3055569,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26589,"18.94, -91.3",Campeche
2305741601,JF446266,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys spectabilis,,SPECIES,"Reithrodontomys spectabilis Jones & Lawlor, 1965",Reithrodontomys spectabilis,,MX,"Mexico:Quintana Roo, Isla Cozumel, 1.5 Km N Of Cedral",,PRESENT,,20.37,-87,,,,,33044,20,6,1990,2437862,2437862,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Reid, FA",,,44285.26552,"20.37, -87.0",Quintana Roo
2305786738,GU224924,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus griseus,,SPECIES,"Lutjanus griseus (Linnaeus, 1758)",Lutjanus griseus,,MX,"Mexico:Quintana Roo, Xcalak",,PRESENT,,18.31,-87.83,,,,,38987,27,9,2006,2384986,2384986,PRESERVED_SPECIMEN,,,,,Monica Lara,,CC_BY_4_0,,Jose Angel Cohuo,,,44285.26576,"18.31, -87.83",Quintana Roo
2305827345,GU658918,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Prepona,Prepona pylene,,SPECIES,"Prepona pylene Hewitson, 1853",Prepona pylene,,MX,"Mexico:Quintana Roo, Ejido X-maben: Rancho Lan-kiwiik",,PRESENT,,19.88,-88.01,,,,,37934,9,11,2003,1912076,1912076,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Noemi Salas,,,44285.26576,"19.88, -88.01",Quintana Roo
2306061083,MH495923,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Osgoodomys,Osgoodomys banderanus,,SPECIES,"Osgoodomys banderanus (J.A.Allen, 1897)",Osgoodomys banderanus,,MX,Mexico,,PRESENT,,17.48,-99.42,,,,,,,,,2439323,2439323,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26555,"17.48, -99.42",Guerrero
2306079291,MG449750,Animalia,Arthropoda,Hexanauplia,Cyclopoida,,,,,ORDER,Cyclopoida,Cyclopoida sp. CH-659-H09,,MX,"Mexico:Quintana Roo, Near Calderitas, pond in a road",,PRESENT,,18.63,-88.23,,,,,42602,20,8,2016,687,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Manuel Elias-Gutierrez & Lucia Montes-Ortiz,,,44285.26555,"18.63, -88.23",Quintana Roo
2306099668,HM379811,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Gobiomorus,Gobiomorus dormitor,,SPECIES,"Gobiomorus dormitor Lacepède, 1800",Gobiomorus dormitor,,MX,Mexico,,PRESENT,,17.74,-95.53,,,,,40010,16,7,2009,2386055,2386055,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Carolina Quintal Lizama,,,44285.26555,"17.74, -95.53",Veracruz
2306193087,MG449161,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae,Sesarma,,,GENUS,"Sesarma Say, 1817",Sesarma sp. CCDB29626-F06,,MX,"Mexico:Quintana Roo, Bacalar Lake, Cocalitos Sinkhole",,PRESENT,,18.65,-88.41,,,,,42599,17,8,2016,2225749,,PRESERVED_SPECIMEN,,,,,Manuel Elias-Gutierrez,,CC_BY_4_0,,Manuel Elias-Gutierrez & Jose Angel Cohuo Colli,,,44285.26592,"18.65, -88.41",Quintana Roo
2306330985,KP778600,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys rostratus,,SPECIES,"Handleyomys rostratus (Merriam, 1901)",Handleyomys rostratus,,MX,"Mexico:Chiapas, Ruinas De Palenque",,PRESENT,,17.5,-91.99,,,,,,,,,5786940,2438109,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.2658,"17.5, -91.99",Chiapas
2306351766,KP778612,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys chapmani,,SPECIES,"Handleyomys chapmani (Thomas, 1898)",Handleyomys chapmani,,MX,"Mexico:Oaxaca, Concepcion Papalo, 14.4 Km NE (road to Santa Flor)",,PRESENT,,17.9,-96.81,,,,,,,,,5786938,2438077,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26556,"17.9, -96.81",Oaxaca
2306407944,KP778492,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys rostratus,,SPECIES,"Handleyomys rostratus (Merriam, 1901)",Handleyomys rostratus,,MX,"Mexico:Campeche, 60 Km SE of Dzibalchen",,PRESENT,,19.25,-89.37,,,,,,,,,5786940,2438109,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.2658,"19.25, -89.37",Campeche
2306615015,KR400293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,GENUS,"Rhizobium Frank, 1889",uncultured Rhizobium sp.,,MX,Mexico,,PRESENT,,18.518,-98.95,,,,,40909,1,1,2012,3220733,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26556,"18.518, -98.95",Morelos
2306672869,KY985023,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus bimaculatus,,SPECIES,"Octopus bimaculatus Verrill, 1883",Octopus bimaculatus,,MX,Mexico:Puerto Penasco,,PRESENT,,31.3,-113.55,,,,,,,,,2289658,2289658,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Jose F Dominguez-Contreras,,,44285.26556,"31.3, -113.55",Sonora
2306706186,HM388618,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Agraulis,Agraulis vanillae,,SPECIES,"Agraulis vanillae Linnaeus, 1758",Agraulis vanillae,,MX,"Mexico:Yucatan, Reserva Cuxtal, Tahdzibichen",,PRESENT,,20.89,-89.61,,,,,38168,30,6,2004,1907711,1907711,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Yara Vazquez,,,44285.26556,"20.89, -89.61",Yucatán
2306741015,KR400107,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer mexicanus,,SPECIES,"Ensifer mexicanus Lloret et al., 2011",Ensifer mexicanus,,MX,Mexico,,PRESENT,,18.5177,-98.9507,,,,,40909,1,1,2012,7734097,7734097,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26557,"18.5177, -98.9507",Morelos
2306752239,MG449181,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Lophogobius,Lophogobius cyprinoides,,SPECIES,"Lophogobius cyprinoides (Pallas, 1770)",Lophogobius cyprinoides,,MX,"Mexico:Quintana Roo, Bacalar, Balneario Cocalitos TL Profundo Cenote",,PRESENT,,18.65,-88.41,,,,,42204,19,7,2015,2376033,2376033,PRESERVED_SPECIMEN,,,,,Jose Angel Cohuo Colli,,CC_BY_4_0,,"Martha Valdez-Moreno, Jose Angel Cohuo Colli, Miguel Valadez Chi, Manuel Elias Gutierrez",,,44285.26596,"18.65, -88.41",Quintana Roo
2306805825,KP110557,Animalia,Platyhelminthes,Trematoda,Diplostomida,Clinostomidae,Clinostomum,Clinostomum tataxumui,,SPECIES,"Clinostomum tataxumui Sereno-Uribe, Pinacho-Pinacho, Garcia-Varela & Perez-Ponce de Leon, 2013",Clinostomum tataxumui,,MX,"Mexico:Guerrero, Laguna de Tres Palos",,PRESENT,,16.82,-99.73,,,,,40269,1,4,2010,8886204,8886204,PRESERVED_SPECIMEN,,,,,Sean A. Locke,,CC_BY_4_0,,Elizabeth Martinez Salazar,,,44285.26582,"16.82, -99.73",Guerrero
2306878258,MF441974,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Sturnira,Sturnira parvidens,,SPECIES,"Sturnira parvidens Goldman, 1917",Sturnira parvidens,,MX,Mexico,,PRESENT,,15,-92.16,,,,,,,,,7769716,7769716,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26597,"15.0, -92.16",Chiapas
2307290691,HM379763,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Atherinomorus,Atherinomorus stipes,,SPECIES,"Atherinomorus stipes (Müller & Troschel, 1848)",Atherinomorus stipes,,MX,Mexico,,PRESENT,,21.26,-86.75,,,,,39955,22,5,2009,2411822,2411822,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Roberto Herrera, Carolina Quintal Lizama",,,44285.26583,"21.26, -86.75",Quintana Roo
2307362042,KX390536,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,,SPECIES,Ralstonia solanacearum A,Ralstonia solanacearum,,MX,Mexico,,PRESENT,,17.97,-92.59,,,,,41932,20,10,2014,3219898,3219898,MATERIAL_SAMPLE,,,,,A. Obrador,,CC_BY_4_0,,A. Obrador,,,44285.26559,"17.97, -92.59",Tabasco
